,0
403,-37288.66666666666
404,-32306.000000000007
405,-36884.33333333334
406,-29011.500000000004
407,-33652.49999999999
408,-26685.0
409,-34524.33333333333
410,-34664.16666666667
411,-32213.5
412,-34671.166666666686
413,-32297.500000000007
414,-36314.16666666666
415,-35816.666666666664
416,-34452.333333333336
417,-31965.500000000004
418,-32444.66666666667
419,-29554.833333333336
420,-33776.000000000015
421,-35246.5
422,-36010.16666666665
423,-32649.5
424,-34405.50000000001
425,-33177.333333333336
426,-30313.16666666667
427,-33464.5
428,-33442.0
429,-38469.5
430,-33122.50000000001
431,-37007.66666666667
432,-36492.833333333336
433,-35015.833333333336
434,-36956.83333333332
435,-27071.999999999985
436,-26531.166666666664
437,-32325.33333333333
438,-35814.0
439,-27522.16666666666
440,-36306.66666666667
441,-33817.16666666667
442,-32536.999999999996
443,-26558.500000000004
444,-32727.999999999996
445,-36367.0
446,-29214.00000000001
447,-35165.66666666667
448,-38669.5
449,-32835.33333333333
450,-36791.33333333333
451,-35719.83333333334
452,-30556.83333333333
453,-33133.50000000001
454,-28786.0
455,-33845.66666666667
456,-31093.166666666675
457,-23156.33333333333
458,-26901.0
459,-25503.0
460,-34610.333333333336
461,-30999.333333333332
462,-28870.833333333343
463,-32692.500000000004
464,-32617.333333333332
465,-35333.166666666664
466,-24486.833333333332
467,-30836.666666666668
468,-33068.0
469,-34094.666666666664
470,-35195.33333333334
471,-32710.000000000004
472,-36803.5
473,-26854.999999999996
474,-31470.5
475,-26420.5
476,-34117.16666666667
477,-30400.66666666667
478,-33324.83333333333
479,-30224.666666666668
480,-34231.5
481,-30964.833333333332
482,-27822.999999999996
483,-29197.66666666667
484,-26513.33333333334
485,-28930.499999999996
486,-26986.33333333333
487,-27404.833333333336
488,-32254.166666666664
489,-33113.166666666664
490,-34257.66666666667
491,-28918.333333333325
492,-30405.00000000001
493,-26514.166666666668
494,-30582.499999999993
495,-26599.16666666667
496,-30683.000000000004
497,-27021.83333333334
498,-26134.83333333333
499,-38815.0
500,-29233.333333333336
501,-28450.166666666668
502,-32205.333333333325
503,-26147.833333333336
504,-28249.833333333343
505,-29917.000000000004
506,-24418.833333333336
507,-30210.000000000004
508,-30327.499999999985
509,-27229.16666666666
510,-28317.5
511,-30604.66666666667
512,-25489.333333333332
513,-29919.833333333336
514,-32858.50000000001
515,-29912.5
516,-28169.66666666667
517,-30007.666666666664
518,-30185.33333333333
519,-30107.833333333325
520,-24878.499999999993
521,-26772.0
522,-24821.166666666664
523,-30862.333333333325
524,-29881.333333333332
525,-27384.83333333333
526,-31191.500000000004
527,-26772.16666666666
528,-30756.83333333334
529,-26760.16666666667
530,-23809.83333333334
531,-27889.0
532,-40415.166666666664
533,-31420.833333333332
534,-28725.333333333336
535,-28853.333333333332
536,-27016.499999999996
537,-31321.000000000004
538,-28427.333333333336
539,-25739.833333333332
540,-33761.833333333336
541,-30044.5
542,-27025.499999999993
543,-27104.166666666664
544,-32539.166666666668
545,-31962.000000000004
546,-28526.000000000004
547,-27743.000000000007
548,-29880.000000000004
549,-28951.66666666668
550,-27362.833333333332
551,-28538.33333333333
552,-23961.66666666666
553,-29523.999999999996
554,-34083.833333333336
555,-27833.999999999996
556,-27413.33333333333
557,-29275.666666666668
558,-25819.666666666664
559,-25993.833333333336
560,-27558.0
561,-35080.99999999999
562,-25737.66666666667
563,-23874.66666666667
564,-28518.333333333332
565,-26482.833333333332
566,-28243.000000000004
567,-31478.833333333332
568,-31771.999999999996
569,-26956.666666666657
570,-27676.16666666667
571,-27962.49999999999
572,-25644.33333333333
573,-26529.333333333336
574,-28569.499999999993
575,-39338.16666666667
576,-34574.83333333333
577,-25075.666666666664
578,-26590.333333333336
579,-30511.500000000004
580,-28015.83333333333
581,-27199.500000000004
582,-31198.0
583,-29414.33333333334
584,-26232.999999999996
585,-30943.499999999993
586,-30247.66666666667
587,-30665.666666666668
588,-28455.333333333332
589,-28398.166666666668
590,-32048.499999999996
591,-25355.166666666664
592,-25984.166666666664
593,-33029.0
594,-27718.333333333332
595,-28688.333333333332
596,-25875.5
597,-24497.166666666664
598,-29561.333333333325
599,-24782.333333333332
600,-31151.833333333332
601,-29617.33333333333
602,-29380.166666666664
603,-24301.666666666664
604,-27141.000000000004
605,-31771.999999999993
606,-24133.500000000004
607,-33169.666666666664
608,-28917.166666666664
609,-28346.166666666668
610,-29458.16666666666
611,-24611.66666666666
612,-29834.5
613,-27369.166666666668
614,-26143.833333333332
615,-28831.333333333336
616,-26028.83333333333
617,-28081.33333333334
618,-34255.16666666667
619,-27837.83333333334
620,-24926.833333333325
621,-35498.166666666664
622,-27209.5
623,-28409.833333333332
624,-32164.83333333334
625,-26266.666666666668
626,-26425.833333333332
627,-30396.0
628,-30411.33333333334
629,-29775.666666666668
630,-32781.50000000001
631,-24831.16666666666
632,-28792.833333333332
633,-27066.500000000004
634,-33373.49999999999
635,-26546.16666666666
636,-28250.166666666675
637,-33650.66666666666
638,-27514.499999999996
639,-28427.666666666675
640,-26787.83333333333
641,-27627.5
642,-35096.16666666667
643,-27257.499999999993
644,-28864.166666666675
645,-32763.499999999996
646,-29620.5
647,-28178.666666666664
648,-28881.5
649,-33332.166666666664
650,-22931.000000000007
651,-27052.333333333336
652,-27092.33333333334
653,-25333.33333333333
654,-28376.833333333332
655,-34932.833333333336
656,-32510.66666666667
657,-29160.0
658,-26610.666666666664
659,-34174.166666666664
660,-33904.33333333332
661,-35729.5
662,-28937.999999999993
663,-26725.83333333333
664,-29462.833333333332
665,-32151.833333333332
666,-29697.5
667,-36483.0
668,-25471.16666666666
669,-26059.500000000004
670,-25086.999999999996
671,-43845.5
672,-32930.16666666667
673,-33323.16666666667
674,-30949.833333333332
675,-36722.83333333333
676,-40452.666666666664
677,-26706.333333333332
678,-28526.33333333334
679,-35504.99999999999
680,-37389.5
681,-33151.5
682,-36866.66666666667
683,-24833.833333333332
684,-32267.500000000007
685,-29767.16666666667
686,-39401.333333333336
687,-31772.833333333332
688,-33933.0
689,-49818.33333333333
690,-24887.333333333332
691,-50918.49999999999
692,-26454.333333333332
693,-36194.16666666667
694,-32559.666666666668
695,-25526.66666666666
696,-29994.833333333332
697,-25847.499999999996
698,-41502.833333333336
699,-35016.33333333333
700,-31792.500000000004
701,-32379.666666666664
702,-27779.500000000004
703,-30867.833333333336
704,-28622.000000000004
705,-25448.833333333332
706,-36766.00000000001
707,-35373.666666666664
708,-30850.500000000004
709,-38774.83333333334
710,-28294.666666666664
711,-27595.166666666664
712,-36083.833333333336
713,-24693.66666666667
714,-35771.0
715,-28383.33333333333
716,-26432.166666666668
717,-28199.0
718,-27907.666666666668
719,-24091.5
720,-47399.166666666664
721,-28471.666666666668
722,-24724.166666666664
723,-31488.833333333332
724,-30669.83333333333
725,-26061.0
726,-41276.16666666667
727,-38614.833333333336
728,-37874.166666666664
729,-26535.5
730,-35758.0
731,-29651.66666666666
732,-25938.000000000004
733,-24140.66666666666
734,-28720.833333333332
735,-34131.5
736,-36124.33333333333
737,-35306.0
738,-26578.499999999996
739,-26917.0
740,-23930.500000000007
741,-42523.5
742,-34339.833333333336
743,-52712.66666666667
744,-38521.666666666664
745,-23961.666666666675
746,-41117.16666666667
747,-32298.833333333332
748,-38952.5
749,-29410.166666666664
750,-38260.166666666664
751,-34520.5
752,-29689.833333333336
753,-30763.833333333332
754,-25062.833333333332
755,-28742.66666666666
756,-42820.0
757,-28719.16666666667
758,-26784.166666666668
759,-43840.166666666664
760,-24860.333333333336
761,-35156.33333333334
762,-27300.5
763,-48283.666666666664
764,-37291.5
765,-31306.166666666668
766,-25207.833333333332
767,-30818.499999999996
768,-40908.333333333336
769,-29400.499999999996
770,-28222.16666666666
771,-30236.166666666675
772,-31282.83333333334
773,-43874.666666666664
774,-29782.0
775,-27000.666666666668
776,-26268.833333333336
777,-24456.999999999996
778,-36319.5
779,-34686.833333333336
780,-28531.33333333333
781,-29081.666666666664
782,-34994.16666666666
783,-27432.166666666664
784,-35152.16666666667
785,-39185.66666666667
786,-26252.833333333332
787,-30987.0
788,-27945.166666666664
789,-25210.999999999993
790,-23591.499999999996
791,-24635.999999999996
792,-37510.5
793,-43894.49999999999
794,-46747.99999999999
795,-39406.83333333333
796,-27815.166666666664
797,-40487.0
798,-47918.5
799,-34997.0
800,-47015.0
801,-34544.5
802,-33939.666666666664
803,-41865.99999999999
804,-46247.99999999999
805,-42959.166666666664
806,-30079.33333333333
807,-31388.333333333325
808,-37363.16666666666
809,-29618.166666666675
810,-31276.166666666668
811,-24666.666666666668
812,-27375.66666666666
813,-33383.0
814,-30036.33333333333
815,-31412.166666666668
816,-35495.33333333333
817,-36705.166666666664
818,-35073.66666666667
819,-30553.666666666664
820,-42188.99999999999
821,-34102.333333333336
822,-30966.5
823,-31960.16666666667
824,-33167.833333333336
825,-22797.500000000004
826,-43680.166666666664
827,-21447.333333333336
828,-43340.16666666668
829,-30459.666666666664
830,-35911.33333333333
831,-34679.833333333336
832,-53209.66666666667
833,-34545.33333333333
834,-32026.0
835,-43120.33333333332
836,-31826.33333333333
837,-44573.33333333333
838,-23941.666666666664
839,-33971.5
840,-42734.333333333336
841,-45214.66666666666
842,-21749.666666666668
843,-42715.50000000001
844,-26185.33333333333
845,-50194.833333333336
846,-39214.16666666667
847,-47647.16666666667
848,-30580.5
849,-46491.16666666667
850,-29939.666666666664
851,-22872.166666666668
852,-45082.166666666664
853,-45206.0
854,-40161.33333333333
855,-36801.83333333333
856,-32800.50000000001
857,-46062.83333333333
858,-41198.0
859,-38817.66666666667
860,-39176.0
861,-30697.5
862,-43758.333333333336
863,-40701.0
864,-40990.0
865,-30822.83333333333
866,-29318.333333333336
867,-38631.16666666666
868,-32726.0
869,-32705.833333333332
870,-33961.666666666664
871,-31671.166666666668
872,-38600.33333333333
873,-23538.999999999993
874,-38418.0
875,-39023.99999999999
876,-28437.333333333332
877,-27267.000000000004
878,-35041.33333333333
879,-30348.5
880,-29522.333333333332
881,-31527.666666666675
882,-40504.16666666667
883,-27308.833333333336
884,-25067.999999999996
885,-27549.5
886,-30220.66666666666
887,-29525.333333333336
888,-28724.666666666668
889,-26261.5
890,-39273.83333333333
891,-25304.33333333333
892,-23781.833333333336
893,-39880.666666666664
894,-35324.333333333336
895,-34063.0
896,-22370.333333333332
897,-33293.166666666664
898,-32439.666666666668
899,-24644.0
900,-27170.0
901,-32754.000000000004
902,-31684.333333333336
903,-32920.33333333333
904,-32211.333333333336
905,-27674.33333333333
906,-25137.66666666666
907,-26378.333333333332
908,-36439.33333333333
909,-23709.833333333336
910,-27939.333333333336
911,-34974.166666666664
912,-24976.333333333332
913,-40821.833333333336
914,-30231.333333333336
915,-19252.666666666668
916,-50245.333333333336
917,-36263.33333333334
918,-40492.33333333334
919,-32378.5
920,-38950.833333333336
921,-37108.333333333336
922,-23994.66666666667
923,-30991.499999999996
924,-34810.99999999999
925,-38281.00000000001
926,-32641.666666666668
927,-34888.833333333336
928,-31423.833333333336
929,-41530.16666666667
930,-26114.833333333325
931,-28093.333333333332
932,-39907.166666666664
933,-26942.666666666664
934,-34971.5
935,-33508.33333333334
936,-43867.166666666664
937,-37857.83333333334
938,-34567.333333333336
939,-42178.0
940,-35924.16666666667
941,-38708.33333333332
942,-38050.333333333336
943,-29923.666666666657
944,-33624.5
945,-29429.333333333325
946,-38696.83333333333
947,-39144.66666666667
948,-37872.5
949,-26090.33333333333
950,-24422.333333333332
951,-27601.833333333336
952,-35886.333333333336
953,-34004.666666666664
954,-39365.16666666667
955,-29415.499999999993
956,-34079.333333333336
957,-37156.333333333336
958,-37275.5
959,-34422.5
960,-46831.666666666664
961,-38586.16666666667
962,-29816.166666666668
963,-46271.5
964,-28985.999999999996
965,-47792.666666666664
966,-27403.666666666664
967,-47284.333333333336
968,-45774.333333333336
969,-47982.666666666664
970,-36088.99999999999
971,-26128.0
972,-22661.666666666668
973,-40413.5
974,-36532.33333333333
975,-46176.333333333336
976,-32675.999999999996
977,-43285.33333333334
978,-39063.666666666664
979,-35810.166666666664
980,-38916.49999999999
981,-46432.66666666667
982,-47181.833333333336
983,-44909.99999999999
984,-38125.0
985,-33864.66666666667
986,-23765.500000000004
987,-43614.33333333334
988,-35962.833333333336
989,-37093.166666666664
990,-39419.0
991,-39305.166666666664
992,-43444.83333333333
993,-48725.166666666664
994,-31532.166666666664
995,-42258.166666666664
996,-28461.166666666668
997,-48178.666666666664
998,-34338.66666666667
999,-33958.666666666664
1000,-43778.33333333334
1001,-39709.166666666664
1002,-36178.66666666667
1003,-35752.16666666667
1004,-33294.0
1005,-35480.66666666668
1006,-38891.333333333336
1007,-40595.166666666664
1008,-26025.83333333334
1009,-56384.5
1010,-28713.500000000004
1011,-41112.83333333333
1012,-29981.166666666664
1013,-35342.83333333333
1014,-44804.83333333333
1015,-37180.166666666664
1016,-35536.5
1017,-35122.5
1018,-39070.166666666664
1019,-43868.666666666664
1020,-27610.83333333333
1021,-47131.5
1022,-33557.66666666667
1023,-35972.0
1024,-37778.83333333333
1025,-45095.83333333334
1026,-40834.166666666664
1027,-37150.333333333336
1028,-27172.333333333336
1029,-41418.0
1030,-27587.0
1031,-38733.166666666664
1032,-39573.666666666664
1033,-36331.66666666667
1034,-48174.66666666665
1035,-36618.666666666664
1036,-42937.83333333334
1037,-54952.16666666668
1038,-33471.5
1039,-35026.333333333336
1040,-48184.33333333334
1041,-27344.166666666664
1042,-32222.666666666664
1043,-31737.333333333336
1044,-51008.833333333336
1045,-37410.166666666664
1046,-47145.833333333336
1047,-24637.333333333336
1048,-37437.5
1049,-42319.66666666667
1050,-31577.5
1051,-28587.666666666664
1052,-41293.49999999999
1053,-44329.5
1054,-48208.16666666666
1055,-34179.99999999999
1056,-32527.83333333333
1057,-32462.0
1058,-37004.83333333333
1059,-46953.0
1060,-39612.49999999999
1061,-36072.833333333336
1062,-32130.66666666666
1063,-33827.666666666664
1064,-35187.166666666664
1065,-43499.166666666664
1066,-43008.0
1067,-40455.833333333336
1068,-46082.833333333336
1069,-33747.5
1070,-40140.666666666664
1071,-50433.66666666667
1072,-38750.33333333333
1073,-45550.33333333333
1074,-34054.333333333336
1075,-30870.499999999996
1076,-45421.833333333336
1077,-35825.5
1078,-36165.833333333336
1079,-52308.0
1080,-35298.83333333333
1081,-40833.333333333336
1082,-47942.33333333333
1083,-42586.166666666664
1084,-37869.5
1085,-44284.50000000001
1086,-47643.5
1087,-56417.16666666667
1088,-38149.333333333336
1089,-35892.333333333336
1090,-31468.0
1091,-29358.166666666664
1092,-40670.49999999999
1093,-34643.0
1094,-31659.833333333332
1095,-43642.0
1096,-36220.66666666667
1097,-29863.0
1098,-34399.333333333336
1099,-40537.5
1100,-46418.50000000001
1101,-33191.5
1102,-51896.166666666664
1103,-45518.833333333336
1104,-46183.0
1105,-40201.66666666667
1106,-33197.0
1107,-44535.66666666667
1108,-39432.00000000001
1109,-46322.33333333333
1110,-37967.83333333333
1111,-49382.16666666667
1112,-49076.83333333333
1113,-44053.5
1114,-41583.666666666664
1115,-42299.166666666664
1116,-42935.833333333336
1117,-41998.5
1118,-43965.166666666664
1119,-34987.83333333334
1120,-47454.333333333336
1121,-45740.666666666664
1122,-29139.0
1123,-46327.5
1124,-33519.333333333336
1125,-36290.333333333336
1126,-42515.33333333333
1127,-38787.16666666667
1128,-34094.83333333333
1129,-38737.0
1130,-36348.33333333333
1131,-39873.0
1132,-34792.833333333336
1133,-46259.833333333336
1134,-43024.33333333334
1135,-50960.00000000001
1136,-49531.0
1137,-32165.499999999996
1138,-39773.0
1139,-38509.333333333336
1140,-28103.166666666664
1141,-28845.666666666664
1142,-34864.0
1143,-34993.666666666664
1144,-47613.83333333332
1145,-31029.000000000004
1146,-39867.99999999999
1147,-27126.333333333332
1148,-49600.16666666667
1149,-39954.33333333333
1150,-34094.0
1151,-25971.83333333334
1152,-26018.166666666664
1153,-35744.666666666664
1154,-30185.833333333336
1155,-50565.0
1156,-48539.83333333333
1157,-40484.00000000001
1158,-41514.333333333336
1159,-45146.0
1160,-33035.16666666667
1161,-31065.16666666666
1162,-37216.666666666664
1163,-44281.99999999999
1164,-34382.666666666664
1165,-48606.666666666664
1166,-37880.83333333333
1167,-39239.33333333333
1168,-44351.666666666664
1169,-40637.666666666664
1170,-41618.0
1171,-36606.166666666664
1172,-41304.99999999999
1173,-34099.166666666664
1174,-52832.83333333333
1175,-55715.16666666668
1176,-42047.0
1177,-48635.16666666667
1178,-22559.83333333333
1179,-42655.5
1180,-36498.5
1181,-34573.66666666667
1182,-43824.66666666667
1183,-44980.66666666667
1184,-40206.5
1185,-30852.166666666668
1186,-32400.66666666667
1187,-38403.5
1188,-31372.499999999996
1189,-42099.00000000001
1190,-47334.83333333334
1191,-50972.33333333333
1192,-47372.33333333333
1193,-36903.166666666664
1194,-55687.33333333334
1195,-35007.99999999999
1196,-28351.5
1197,-33973.0
1198,-35653.66666666667
1199,-45008.66666666667
1200,-34777.833333333336
1201,-53724.16666666665
1202,-30809.666666666664
1203,-33517.66666666667
1204,-23586.999999999996
1205,-20306.83333333334
1206,-50443.5
1207,-44265.99999999999
1208,-47014.5
1209,-38948.5
1210,-34542.333333333336
1211,-44920.83333333333
1212,-33137.666666666664
1213,-28023.166666666668
1214,-35929.666666666664
1215,-48945.99999999999
1216,-23786.833333333332
1217,-36510.833333333336
1218,-46214.50000000001
1219,-38143.99999999999
1220,-31948.999999999996
1221,-28931.999999999996
1222,-47759.66666666665
1223,-49782.166666666664
1224,-45983.83333333332
1225,-42658.333333333336
1226,-44903.666666666664
1227,-32646.333333333336
1228,-45564.0
1229,-42736.166666666664
1230,-28674.500000000004
1231,-30698.166666666668
1232,-39678.5
1233,-31748.33333333333
1234,-40981.666666666664
1235,-34233.833333333336
1236,-38505.16666666667
1237,-38760.99999999999
1238,-38158.0
1239,-52917.66666666667
1240,-34296.0
1241,-47405.16666666667
1242,-25892.333333333332
1243,-36866.666666666664
1244,-34527.33333333333
1245,-34871.99999999999
1246,-30379.000000000004
1247,-40464.16666666667
1248,-40707.16666666666
1249,-36195.166666666664
1250,-42690.333333333336
1251,-41245.99999999999
1252,-38231.0
1253,-50146.333333333336
1254,-52777.166666666664
1255,-48873.66666666667
1256,-49732.99999999999
1257,-39122.5
1258,-33957.66666666667
1259,-36319.5
1260,-46277.166666666664
1261,-43861.0
1262,-39945.16666666666
1263,-31525.833333333336
1264,-46501.333333333336
1265,-43475.0
1266,-35717.66666666667
1267,-29513.500000000004
1268,-37982.16666666668
1269,-36506.833333333336
1270,-38472.99999999999
1271,-31157.166666666664
1272,-37536.33333333333
1273,-28878.666666666664
1274,-39663.50000000001
1275,-31150.500000000004
1276,-45513.83333333333
1277,-49103.833333333336
1278,-52357.0
1279,-43061.5
1280,-46289.33333333333
1281,-24635.16666666666
1282,-45746.99999999999
1283,-40574.33333333333
1284,-31255.0
1285,-34485.5
1286,-39557.5
1287,-47207.33333333333
1288,-52962.666666666664
1289,-34033.333333333336
1290,-44415.0
1291,-39712.166666666664
1292,-40314.333333333336
1293,-33507.66666666667
1294,-43432.16666666667
1295,-45287.0
1296,-50762.333333333336
1297,-36822.99999999999
1298,-33409.166666666664
1299,-36218.5
1300,-42739.66666666667
