,0
530,-52141.16666666664
531,-49456.16666666666
532,-53135.99999999998
533,-52349.66666666665
534,-51811.83333333333
535,-55157.99999999999
536,-52267.16666666665
537,-48766.999999999985
538,-50944.16666666665
539,-56114.499999999985
540,-48218.83333333333
541,-51212.833333333314
542,-52100.166666666664
543,-52890.666666666664
544,-53824.49999999998
545,-52396.333333333336
546,-51397.83333333334
547,-48747.5
548,-48865.66666666664
549,-52273.499999999985
550,-53848.66666666666
551,-54257.499999999985
552,-56028.99999999999
553,-55408.16666666665
554,-51431.16666666668
555,-47574.499999999985
556,-53002.99999999999
557,-53548.16666666667
558,-55061.33333333333
559,-55916.83333333334
560,-50428.16666666665
561,-52387.166666666664
562,-54960.33333333331
563,-50402.83333333332
564,-53010.49999999998
565,-53026.66666666665
566,-48870.66666666667
567,-52928.499999999985
568,-54277.833333333314
569,-53030.666666666664
570,-51469.999999999985
571,-50276.0
572,-47452.16666666666
573,-53533.499999999985
574,-51796.16666666665
575,-50857.66666666666
576,-52541.33333333333
577,-52853.33333333333
578,-50975.0
579,-53011.83333333334
580,-49626.66666666665
581,-51935.49999999999
582,-52905.166666666664
583,-53008.333333333314
584,-49124.0
585,-54971.999999999985
586,-55890.833333333314
587,-49683.999999999985
588,-52152.500000000015
589,-52556.666666666664
590,-56376.99999999997
591,-54053.99999999999
592,-50897.83333333332
593,-51796.833333333336
594,-49884.33333333331
595,-54032.5
596,-52204.16666666668
597,-53225.666666666664
598,-56800.0
599,-55060.33333333332
600,-51911.50000000001
601,-54044.83333333332
602,-52806.16666666666
603,-53222.66666666666
604,-53145.16666666665
605,-54679.666666666664
606,-55345.0
607,-51271.49999999999
608,-53813.0
609,-53673.5
610,-54609.66666666667
611,-53690.999999999985
612,-53387.0
613,-51100.33333333333
614,-54504.333333333314
615,-54374.16666666665
616,-47032.49999999999
617,-53988.49999999998
618,-54726.49999999998
619,-54179.66666666666
620,-52488.333333333336
621,-53191.999999999985
622,-54300.83333333331
623,-54711.166666666664
624,-54657.33333333332
625,-53659.66666666666
626,-53811.66666666664
627,-53432.33333333329
628,-56490.66666666669
629,-52444.33333333333
630,-49650.33333333333
631,-54666.66666666665
632,-54819.66666666666
633,-54563.999999999985
634,-55170.33333333333
635,-53685.16666666665
636,-56733.99999999997
637,-55874.16666666666
638,-56656.99999999998
639,-54293.83333333333
640,-52536.83333333334
641,-52902.83333333332
642,-51786.66666666666
643,-53716.49999999999
644,-53441.33333333332
645,-55455.66666666667
646,-54329.99999999999
647,-53868.16666666664
648,-54334.66666666667
649,-53672.99999999999
650,-55720.16666666662
651,-53018.16666666664
652,-56536.33333333334
653,-55983.0
654,-54551.16666666665
655,-57359.49999999999
656,-55751.499999999985
657,-57407.33333333332
658,-56874.99999999999
659,-52564.0
660,-53121.999999999985
661,-49443.33333333333
662,-54750.16666666666
663,-54386.83333333332
664,-51291.999999999985
665,-54766.33333333333
666,-56356.66666666666
667,-55557.166666666664
668,-54737.49999999999
669,-56673.999999999985
670,-55619.5
671,-55102.83333333333
672,-55602.833333333336
673,-57031.499999999985
674,-52510.16666666668
675,-56696.83333333332
676,-53630.83333333333
677,-58350.33333333333
678,-53838.999999999985
679,-57145.33333333333
680,-57840.666666666664
681,-51887.833333333336
682,-54739.49999999999
683,-54243.3333333333
684,-54456.33333333333
685,-54644.99999999999
686,-55419.16666666666
687,-54769.16666666667
688,-54087.16666666667
689,-57109.83333333332
690,-58201.83333333332
691,-55954.99999999997
692,-55693.33333333332
693,-57511.66666666665
694,-57462.5
695,-58899.833333333314
696,-55880.499999999985
697,-56964.66666666664
698,-56342.99999999999
699,-53170.66666666667
700,-55719.99999999997
701,-53944.99999999998
702,-55043.83333333332
703,-56399.333333333336
704,-56099.666666666664
705,-54724.33333333334
706,-56666.66666666668
707,-55534.16666666667
708,-55007.16666666668
709,-58853.00000000001
710,-57831.16666666666
711,-58682.166666666664
712,-56769.333333333314
713,-58323.0
714,-55529.66666666666
715,-55014.999999999985
716,-55836.5
717,-58808.16666666668
718,-58418.833333333336
719,-54843.0
720,-56569.49999999999
721,-55392.66666666666
722,-52768.83333333333
723,-55472.99999999998
724,-55599.0
725,-54670.66666666667
726,-54587.66666666665
727,-57619.5
728,-56339.83333333331
729,-53015.66666666665
730,-52765.0
731,-50913.16666666665
732,-55097.333333333336
733,-55949.66666666665
734,-52894.33333333331
735,-57708.5
736,-55186.16666666664
737,-53003.333333333336
738,-55760.5
739,-52398.66666666666
740,-53922.5
741,-59798.5
742,-54890.33333333332
743,-54315.66666666664
744,-57830.33333333332
745,-54800.16666666666
746,-54763.99999999998
747,-52733.16666666667
748,-52983.99999999998
749,-56072.166666666664
750,-57377.33333333332
751,-57469.83333333331
752,-58712.666666666664
753,-53417.666666666664
754,-56717.66666666666
755,-55919.999999999985
756,-48025.49999999998
757,-55372.333333333336
758,-49484.66666666666
759,-53641.0
760,-57702.5
761,-55380.49999999997
762,-52331.33333333333
763,-54576.49999999997
764,-55924.99999999998
765,-54209.49999999998
766,-55406.99999999996
767,-55354.16666666664
768,-55119.83333333332
769,-53990.83333333332
770,-55098.5
771,-54984.16666666666
772,-55870.49999999998
773,-52410.99999999996
774,-54437.16666666665
775,-57782.5
776,-51112.49999999999
777,-53367.33333333333
778,-56548.333333333314
779,-52047.166666666664
780,-55172.66666666666
781,-52229.16666666668
782,-54377.83333333332
783,-50710.83333333332
784,-55911.999999999956
785,-54784.99999999998
786,-52499.499999999985
787,-54511.66666666668
788,-53507.666666666686
789,-50845.33333333332
790,-55960.83333333332
791,-54985.833333333336
792,-53461.666666666664
793,-51786.166666666664
794,-54468.166666666664
795,-55666.83333333332
796,-54451.66666666665
797,-53921.16666666666
798,-53748.666666666664
799,-47947.666666666664
800,-49342.99999999999
801,-52830.83333333332
802,-52140.49999999998
803,-54157.66666666667
804,-53251.83333333332
805,-51065.49999999999
806,-52656.66666666666
807,-52391.83333333334
808,-57087.3333333333
809,-50275.166666666664
810,-53122.83333333332
811,-53627.166666666664
812,-52845.99999999998
813,-54859.33333333331
814,-53884.166666666686
815,-53908.99999999998
816,-55059.166666666664
817,-50269.333333333314
818,-52838.66666666664
819,-43967.833333333336
820,-52726.166666666664
821,-51819.33333333332
822,-53689.166666666686
823,-53634.33333333334
824,-49033.0
825,-48674.33333333331
826,-50589.5
827,-44675.16666666666
828,-50518.499999999985
829,-52410.5
830,-44460.5
831,-55258.66666666666
832,-53304.16666666664
833,-50321.83333333334
834,-51931.16666666666
835,-53836.83333333334
836,-52823.999999999985
837,-50840.66666666665
838,-51252.83333333332
839,-52399.5
840,-53014.166666666664
841,-51787.333333333336
842,-49000.83333333333
843,-54886.99999999999
844,-52124.49999999999
845,-48703.83333333332
846,-52255.83333333334
847,-54495.833333333336
848,-54135.16666666664
849,-51407.99999999998
850,-53708.66666666663
851,-51333.50000000001
852,-52183.33333333335
853,-54106.333333333314
854,-53585.333333333336
855,-53017.66666666665
856,-54718.833333333336
857,-50825.166666666664
858,-52794.66666666667
859,-51384.999999999985
860,-51379.999999999985
861,-47809.666666666664
862,-52690.166666666664
863,-58767.16666666669
864,-52917.16666666663
865,-53227.83333333334
866,-49535.83333333332
867,-57364.83333333333
868,-51494.333333333314
869,-52123.333333333336
870,-54244.66666666667
871,-53086.499999999985
872,-53274.83333333333
873,-52546.499999999985
874,-53287.49999999999
875,-53861.66666666666
876,-54198.499999999985
877,-57634.66666666665
878,-55153.166666666664
879,-54252.33333333333
880,-51708.166666666664
881,-47848.99999999998
882,-54190.83333333332
883,-55560.16666666666
884,-51980.83333333333
885,-48914.83333333333
886,-54133.666666666664
887,-50244.000000000015
888,-47593.66666666665
889,-51121.50000000001
890,-46286.99999999999
891,-50697.99999999998
892,-47589.33333333332
893,-49720.166666666664
894,-51978.166666666664
895,-46498.83333333332
896,-46646.833333333336
897,-54247.33333333333
898,-53110.49999999997
899,-49765.999999999985
900,-55533.83333333331
901,-54261.833333333336
902,-54707.5
903,-49545.833333333336
904,-52960.83333333333
905,-48322.16666666668
906,-51922.16666666665
907,-51777.0
908,-50305.99999999999
909,-48269.833333333336
910,-46203.5
911,-51738.166666666664
912,-46775.99999999999
913,-50891.49999999999
914,-44941.666666666664
915,-50293.5
916,-54741.5
917,-47965.5
918,-55016.16666666666
919,-48487.333333333336
920,-51122.49999999998
921,-48403.833333333336
922,-45723.83333333333
923,-46107.666666666686
924,-45433.16666666665
925,-53710.66666666668
926,-53233.00000000001
927,-44467.333333333336
928,-46168.166666666664
929,-44053.166666666664
930,-43286.833333333314
931,-51494.33333333334
932,-48931.50000000001
933,-46748.66666666666
934,-51249.16666666666
935,-45980.50000000001
936,-49191.166666666664
937,-43032.99999999998
938,-46907.16666666667
939,-44202.83333333333
940,-47224.166666666664
941,-43665.83333333334
942,-49319.66666666666
943,-50045.999999999985
944,-43943.00000000001
945,-44485.833333333336
946,-44607.99999999999
947,-48801.83333333332
948,-46506.833333333336
949,-49824.83333333333
950,-45452.666666666664
951,-43907.16666666668
952,-42082.83333333334
953,-44361.333333333336
954,-44818.66666666668
955,-42635.00000000001
956,-43927.333333333336
957,-51526.99999999999
958,-49598.99999999999
959,-41622.16666666666
960,-55087.33333333333
961,-48329.333333333314
962,-51712.33333333333
963,-50473.83333333333
964,-48790.166666666664
965,-42487.16666666667
966,-45784.33333333334
967,-49264.999999999985
968,-45510.00000000001
969,-49850.166666666664
970,-50996.33333333332
971,-42846.16666666667
972,-42475.99999999998
973,-48138.00000000001
974,-49676.499999999985
975,-42520.16666666666
976,-50567.33333333334
977,-50808.33333333333
978,-51699.666666666686
979,-51636.333333333336
980,-53524.499999999985
981,-49850.33333333332
982,-44086.83333333335
983,-48817.33333333332
984,-54249.49999999999
985,-45085.33333333333
986,-48556.499999999985
987,-53552.666666666664
988,-52388.33333333333
989,-41053.83333333334
990,-49428.0
991,-46609.000000000015
992,-50771.49999999999
993,-41730.833333333336
994,-52891.99999999999
995,-42645.50000000001
996,-45011.333333333336
997,-44991.83333333332
998,-41673.50000000001
999,-51051.66666666666
1000,-51773.33333333333
1001,-54087.49999999999
1002,-52897.83333333333
1003,-52153.666666666664
1004,-50318.50000000001
1005,-50220.999999999985
1006,-50685.16666666666
1007,-49533.16666666667
1008,-51897.16666666664
1009,-49950.49999999998
1010,-48151.33333333332
1011,-52502.666666666664
1012,-53126.66666666668
1013,-47742.49999999999
1014,-47387.166666666664
1015,-46396.33333333333
1016,-45957.99999999999
1017,-53387.83333333331
1018,-52512.49999999999
1019,-50692.833333333314
1020,-53631.83333333333
1021,-49623.49999999998
1022,-54002.99999999999
1023,-54807.83333333332
1024,-53597.499999999985
1025,-46780.66666666666
1026,-52195.666666666686
1027,-49813.00000000001
1028,-50000.66666666666
1029,-51343.83333333333
1030,-52720.99999999999
1031,-45857.16666666665
1032,-53252.833333333314
1033,-54686.333333333314
1034,-52270.333333333314
1035,-51005.83333333333
1036,-51040.83333333334
1037,-56030.16666666664
1038,-52485.66666666665
1039,-52485.83333333333
1040,-48131.66666666667
1041,-51877.5
1042,-49819.83333333333
1043,-55959.49999999999
1044,-49835.49999999998
1045,-49160.833333333336
1046,-51674.00000000001
1047,-52069.33333333332
1048,-52920.16666666666
1049,-54901.16666666665
1050,-54039.666666666664
1051,-53588.83333333335
1052,-54124.499999999985
1053,-50965.66666666667
1054,-55158.166666666664
1055,-52985.833333333314
1056,-52593.666666666664
1057,-53071.16666666665
1058,-51984.499999999985
1059,-53146.666666666664
1060,-46789.99999999999
1061,-50425.0
1062,-50709.66666666664
1063,-52760.49999999997
1064,-53857.16666666665
1065,-48177.833333333314
1066,-52975.16666666666
1067,-49203.50000000001
1068,-49352.99999999997
1069,-48104.33333333332
1070,-48800.499999999985
1071,-54778.99999999998
1072,-52686.333333333314
1073,-49437.333333333314
1074,-51324.83333333331
1075,-52201.83333333336
1076,-51538.83333333332
1077,-48746.16666666666
1078,-52396.49999999998
1079,-53482.99999999999
1080,-50902.33333333333
1081,-55383.16666666666
1082,-50373.83333333331
1083,-49119.49999999999
1084,-48904.999999999985
1085,-53332.00000000001
1086,-51584.333333333314
1087,-46765.16666666667
1088,-52733.16666666666
1089,-52665.499999999985
1090,-52715.99999999998
1091,-51147.5
1092,-48729.83333333332
1093,-54318.66666666664
1094,-53660.333333333314
1095,-52444.66666666667
1096,-50490.166666666635
1097,-53255.333333333336
1098,-48811.166666666664
1099,-52861.8333333333
1100,-51925.833333333336
1101,-47860.83333333334
1102,-49766.833333333314
1103,-52722.666666666664
1104,-53583.3333333333
1105,-51499.999999999985
1106,-48168.50000000001
1107,-49243.500000000015
1108,-46817.83333333333
1109,-52906.333333333314
1110,-47099.66666666667
1111,-52887.833333333336
1112,-51023.16666666664
1113,-50745.16666666663
1114,-45335.66666666664
1115,-53379.83333333332
1116,-51941.0
1117,-47445.499999999985
1118,-55438.33333333332
1119,-54402.33333333332
1120,-43763.333333333336
1121,-47371.99999999999
1122,-47419.83333333334
1123,-43742.0
1124,-44136.333333333336
1125,-44565.5
1126,-53144.83333333332
1127,-51729.166666666664
1128,-49102.5
1129,-51333.33333333334
1130,-50236.166666666686
1131,-48088.0
1132,-53516.33333333332
1133,-51453.0
1134,-49729.666666666664
1135,-45768.00000000001
1136,-47798.33333333333
1137,-45328.33333333333
1138,-42713.333333333314
1139,-49364.66666666664
1140,-41504.83333333333
1141,-44999.66666666665
1142,-44069.5
1143,-47652.500000000015
1144,-45019.66666666668
1145,-43948.5
1146,-46409.66666666668
1147,-47531.166666666664
1148,-45639.666666666664
1149,-45918.99999999999
1150,-43740.99999999999
1151,-45335.0
1152,-50555.5
1153,-49497.5
1154,-46678.666666666664
1155,-42974.33333333334
1156,-45185.833333333336
1157,-42795.16666666667
1158,-42339.5
1159,-45753.666666666664
1160,-44118.50000000001
1161,-43452.666666666664
1162,-44183.66666666668
1163,-51395.83333333333
1164,-43551.99999999999
1165,-44322.999999999985
1166,-45123.33333333333
1167,-52200.16666666665
1168,-42004.833333333314
1169,-45729.5
1170,-43356.16666666665
1171,-49020.66666666666
1172,-44276.33333333333
1173,-51736.499999999985
1174,-48472.49999999999
1175,-44425.50000000001
1176,-47712.0
1177,-47918.99999999999
1178,-51235.33333333334
1179,-44808.50000000001
1180,-43956.33333333335
1181,-41986.50000000001
1182,-43279.5
1183,-46129.16666666666
1184,-43994.333333333336
1185,-45837.166666666664
1186,-52881.33333333332
1187,-52525.0
1188,-47151.66666666666
1189,-43220.833333333336
1190,-50722.833333333336
1191,-44932.66666666666
1192,-45974.333333333336
1193,-44013.166666666664
1194,-46882.33333333335
1195,-48033.33333333333
1196,-49460.0
1197,-49869.666666666664
1198,-50570.33333333335
1199,-49936.66666666666
1200,-49526.99999999999
1201,-50000.666666666664
1202,-44813.49999999999
1203,-43670.16666666667
1204,-49769.66666666665
1205,-45995.66666666666
1206,-44836.833333333336
1207,-44466.66666666666
1208,-50982.66666666664
1209,-43376.66666666665
1210,-45451.33333333333
1211,-45440.16666666667
1212,-43512.50000000001
1213,-52160.33333333333
1214,-44428.49999999999
1215,-42880.49999999999
1216,-42790.83333333333
1217,-42154.49999999999
1218,-44446.00000000001
1219,-41763.333333333336
1220,-47008.83333333333
1221,-45475.49999999999
1222,-41586.33333333334
1223,-51717.99999999999
1224,-45508.16666666665
1225,-51171.16666666666
1226,-43695.66666666665
1227,-44766.49999999998
1228,-41518.666666666664
1229,-48332.333333333314
1230,-41864.0
1231,-43473.0
1232,-45397.33333333332
1233,-44643.49999999999
1234,-44451.99999999998
1235,-42658.833333333336
1236,-44625.333333333336
1237,-45381.49999999998
1238,-42927.166666666664
1239,-43731.66666666667
1240,-46940.49999999999
1241,-45136.999999999985
1242,-48984.66666666665
1243,-43330.66666666666
1244,-48382.16666666666
1245,-43897.83333333334
1246,-48306.166666666664
1247,-43470.166666666664
1248,-48653.500000000015
1249,-47170.500000000015
1250,-47630.00000000001
1251,-52800.0
1252,-51402.499999999985
1253,-50008.666666666635
1254,-49729.83333333334
1255,-49483.666666666664
1256,-45069.166666666664
1257,-48123.333333333336
1258,-47268.16666666666
1259,-49544.16666666667
1260,-55071.833333333314
1261,-51573.83333333332
1262,-50518.5
1263,-52399.33333333332
1264,-54412.66666666666
1265,-50528.99999999998
1266,-51164.83333333333
1267,-46627.50000000001
1268,-54394.66666666668
1269,-49590.166666666664
1270,-54188.166666666686
1271,-50042.33333333333
